group_article,plant,location_id,article_price,min_disp_quantity,ots_main_class,ots_agg_class,class,units,revenue,open_to_ship,agg_open_to_ship,open_to_ship_add,agg_open_to_ship_add,predicted_sales,grade,package,location_segmentation,min_allocation,rid_day_land_in_store,allocatable_stock
IT1761,9540,CN466,257.5,9,E2370,APPAREL_Kids_1,E2370,45,9575.38,990,1209,1025,1244,45.55164337158203,C,null,PREMIUM,53,2024-12-01,98
IT4044,9510,CN466,257.76,9,E2370,APPAREL_Kids_1,E2370,47,8260.3,990,1209,1025,1244,26.092941284179688,A,null,PREMIUM,47,2024-12-01,1236
IT4059,9510,CN466,277.14,9,E2370,APPAREL_Kids_1,E2370,59,9098.78,990,1209,1025,1244,15.661972999572754,A,null,PREMIUM,43,2024-12-01,3315
GW5488,9521,CN325,322.36,10,E1170,FOOTWEAR_Men_1,E1170,101,28071.44,4834,3163,4904,3233,83.16207122802734,A,null,PREMIUM_PLUS,101,2024-12-01,6964
GW5489,9521,CN325,322.36,10,E1170,FOOTWEAR_Men_1,E1170,48,13285.94,4834,3163,4904,3233,83.16207122802734,A,null,PREMIUM_PLUS,101,2024-12-01,1890
GW5489,9524,CN325,322.36,10,E1170,FOOTWEAR_Men_1,E1170,54,14946.68,4834,3163,4904,3233,83.16207122802734,A,null,PREMIUM_PLUS,101,2024-12-01,915
IF3768,9540,CN325,645.37,10,E1170,FOOTWEAR_Men_1,E1170,110,64326.4,4834,3163,4904,3233,99.34735870361328,A,null,PREMIUM_PLUS,106,2024-12-09,5224
IE3452,9524,CN325,556.96,10,E1170,FOOTWEAR_Men_1,E1170,112,56782.64,4834,3163,4904,3233,101.90203094482422,B,null,PREMIUM_PLUS,107,2024-12-01,1926
IF9080,9540,CN325,556.96,10,E1170,FOOTWEAR_Men_1,E1170,108,54451.77,4834,3163,4904,3233,97.53205871582031,B,null,PREMIUM_PLUS,106,2024-12-16,4392
IF4492,9540,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,100,29982.11,4834,3163,4904,3233,79.07522583007812,A,null,PREMIUM_PLUS,100,2024-12-16,2209
IH7799,9540,CN325,668.47,10,E1170,FOOTWEAR_Men_1,E1170,106,63949.63,4834,3163,4904,3233,95.33132934570312,B,null,PREMIUM_PLUS,105,2024-12-01,4300
JR0079,9510,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,122,40300.08,4834,3163,4904,3233,127.82266235351562,A,null,PREMIUM_PLUS,116,2024-12-16,1430
JR0079,9530,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,16,5242.29,4834,3163,4904,3233,127.82266235351562,A,null,PREMIUM_PLUS,116,2024-12-16,123
JQ2721,9510,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,185,67539.11,4834,3163,4904,3233,174.07540893554688,A,null,PREMIUM_PLUS,131,2024-12-16,999
JR0081,9530,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,123,40049.21,4834,3163,4904,3233,112.84564208984375,A,null,PREMIUM_PLUS,111,2024-12-16,590
JQ4948,9540,CN325,612.72,10,E1170,FOOTWEAR_Men_1,E1170,88,37050.91,4834,3163,4904,3233,42.93913269042969,B,null,PREMIUM_PLUS,88,2024-12-01,1035
JR3086,9540,CN325,562.36,10,E1170,FOOTWEAR_Men_1,E1170,100,47544.95,4834,3163,4904,3233,79.0907974243164,C,null,PREMIUM_PLUS,100,2024-12-01,4035
JQ8539,9510,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,215,52992.5,4834,3163,4904,3233,67.89137268066406,A,null,PREMIUM_PLUS,96,2024-12-09,5477
JR2560,9526,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,140,46081.03,4834,3163,4904,3233,129.86029052734375,A,null,PREMIUM_PLUS,117,2024-12-01,2036
JR5533,9540,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,103,35073.93,4834,3163,4904,3233,88.27935028076172,A,null,PREMIUM_PLUS,103,2024-12-16,2565
JR5534,9540,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,103,35073.93,4834,3163,4904,3233,88.27935028076172,A,null,PREMIUM_PLUS,103,2024-12-16,2211
JR5544,9540,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,163,59090.8,4834,3163,4904,3233,152.410400390625,A,null,PREMIUM_PLUS,124,2024-12-16,3451
JR8215,9510,CN325,645.37,10,E1170,FOOTWEAR_Men_1,E1170,249,119116.06,4834,3163,4904,3233,130.14036560058594,A,null,PREMIUM_PLUS,117,2024-12-16,4027
JR8309,9530,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,201,56557.69,4834,3163,4904,3233,155.51844787597656,A,null,PREMIUM_PLUS,125,2024-12-09,3668
JR8309,9540,CN325,354.66,10,E1170,FOOTWEAR_Men_1,E1170,47,13224.93,4834,3163,4904,3233,155.51844787597656,A,null,PREMIUM_PLUS,125,2024-12-09,6312
JS1031,9530,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,216,52582.16,4834,3163,4904,3233,65.77052307128906,A,null,PREMIUM_PLUS,95,2024-12-09,2260
JS1123,9510,CN325,386.96,10,E1170,FOOTWEAR_Men_1,E1170,216,52992.5,4834,3163,4904,3233,67.89137268066406,A,null,PREMIUM_PLUS,96,2024-12-09,4493
JS0555,9540,CN325,327.85,10,E1170,FOOTWEAR_Men_1,E1170,120,36373.42,4834,3163,4904,3233,110.89060974121094,C,null,PREMIUM_PLUS,110,2024-12-01,934
GK9032,9540,CN325,322.36,9,E2170,APPAREL_Men_1,E2170,220,44171.95,0,40418,0,40478,63.05352783203125,A,null,PREMIUM_PLUS,84,2024-12-09,11744
GK9033,9540,CN325,322.36,9,E2170,APPAREL_Men_1,E2170,220,44171.95,0,40418,0,40478,63.05352783203125,A,null,PREMIUM_PLUS,84,2024-12-09,11636
HZ5345,9526,CN325,903.78,9,12117,APPAREL_Men_1,12117,99,75984.94,2460,40418,2530,40488,78.14918518066406,A,null,PREMIUM_PLUS,99,2024-12-01,2078
JF0963,9540,CN325,516.17,9,E2170,APPAREL_Men_1,E2170,111,52525.88,0,40418,0,40488,101.52162170410156,A,null,PREMIUM_PLUS,107,2024-12-09,11015
JF0964,9540,CN325,516.17,9,E2170,APPAREL_Men_1,E2170,111,52525.88,0,40418,0,40488,101.52162170410156,A,null,PREMIUM_PLUS,107,2024-12-09,5439
GW5493,9524,CN325,322.36,11,E1270,FOOTWEAR_Women_1,E1270,111,32095.77,590,881,660,951,99.12995910644531,A,null,PREMIUM_PLUS,107,2024-12-01,3017
JI1788,9540,CN325,419.27,11,E1270,FOOTWEAR_Women_1,E1270,143,54315.53,590,881,660,951,129.09573364257812,A,null,PREMIUM_PLUS,117,2024-12-16,1556
JP8414,9540,CN325,645.37,11,E1270,FOOTWEAR_Women_1,E1270,97,49892.97,590,881,660,951,68.61819458007812,A,null,PREMIUM_PLUS,97,2024-12-16,2397
JP7106,9510,CN325,386.96,11,E1270,FOOTWEAR_Women_1,E1270,101,33348.53,590,881,660,951,82.36165618896484,A,null,PREMIUM_PLUS,101,2024-12-16,4734
JQ7832,9510,CN325,419.27,11,E1270,FOOTWEAR_Women_1,E1270,101,35871.41,590,881,660,951,81.1136703491211,A,null,PREMIUM_PLUS,101,2024-12-16,480
ID3375,9510,CN325,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,93,22864.71,1351,2353,1421,2423,51.93878173828125,A,null,PREMIUM_PLUS,93,2024-12-01,3306
IF6149,9510,CN325,386.96,16,21335,FOOTWEAR_Kids_1,21335,110,36742.95,484,2353,554,2423,94.90570068359375,A,null,PREMIUM_PLUS,107,2024-12-16,1296
JH6374,9510,CN325,386.96,16,21335,FOOTWEAR_Kids_1,21335,64,18123.27,484,2353,554,2423,60.50498962402344,A,null,PREMIUM_PLUS,96,2024-12-01,1308
JH6374,9540,CN325,386.96,16,21335,FOOTWEAR_Kids_1,21335,32,9061.64,484,2353,554,2423,60.50498962402344,A,null,PREMIUM_PLUS,96,2024-12-01,262
IT4044,9510,CN325,257.76,9,E2370,APPAREL_Kids_1,E2370,9,1598.58,11685,13499,11745,13559,37.7420768737793,A,null,PREMIUM_PLUS,76,2024-12-01,1236
IT4044,9540,CN325,257.76,9,E2370,APPAREL_Kids_1,E2370,67,11900.57,11685,13499,11745,13559,37.7420768737793,A,null,PREMIUM_PLUS,76,2024-12-01,208
IT4062,9510,CN325,222.45,9,E2370,APPAREL_Kids_1,E2370,74,11019.89,11685,13499,11745,13559,34.077415466308594,B,null,PREMIUM_PLUS,74,2024-12-01,1152
IS0914,9540,CN325,451.57,9,E2270,APPAREL_Women_1,E2270,86,32836.23,23220,30889,23280,30949,68.431396484375,A,null,PREMIUM_PLUS,86,2024-12-09,6345
IN1836,9540,CN325,451.57,9,E2270,APPAREL_Women_1,E2270,177,53382.66,23220,30889,23280,30949,68.431396484375,A,null,PREMIUM_PLUS,86,2024-12-09,9407
JI2548,9540,CN212,354.66,10,21174,FOOTWEAR_Men_1,21174,92,24211.76,400,453,470,523,54.53504943847656,A,null,PREMIUM_PLUS,92,2024-12-16,3701
JP8235,9540,CN212,354.66,10,21174,FOOTWEAR_Men_1,21174,90,23236.18,400,453,470,523,51.0335578918457,A,null,PREMIUM_PLUS,90,2024-12-09,11399
JR6346,9540,CN212,451.57,10,21135,FOOTWEAR_Men_1,21135,89,28753.34,0,453,0,523,48.348304748535156,A,null,PREMIUM_PLUS,89,2024-12-16,6339
JR8322,9540,CN212,367.58,10,21174,FOOTWEAR_Men_1,21174,101,31837,400,453,470,523,82.2248764038086,A,null,PREMIUM_PLUS,101,2024-12-09,11432
GK9032,9540,CN212,322.36,9,E2170,APPAREL_Men_1,E2170,77,17954.97,0,6787,0,6847,43.39700698852539,A,null,PREMIUM_PLUS,77,2024-12-09,11744
GK9033,9540,CN212,322.36,9,E2170,APPAREL_Men_1,E2170,78,18165.46,0,6787,0,6847,43.70296859741211,A,null,PREMIUM_PLUS,78,2024-12-09,11636
JF0964,9540,CN212,516.17,9,E2170,APPAREL_Men_1,E2170,100,44609.84,0,6787,0,6857,81.84941101074219,A,null,PREMIUM_PLUS,100,2024-12-09,5439
JM9130,9540,CN212,968.38,9,E2170,APPAREL_Men_1,E2170,103,89095.83,0,6787,0,6857,90.01004791259766,A,null,PREMIUM_PLUS,103,2024-12-16,3627
IF5006,9540,CN212,354.66,16,21535,FOOTWEAR_Kids_1,21535,86,17909.05,348,621,418,691,30.992807388305664,A,null,PREMIUM_PLUS,86,2024-12-01,4348
GW5488,9521,CN306,322.36,10,E1170,FOOTWEAR_Men_1,E1170,97,25616.21,4612,3673,4682,3743,71.92919921875,A,null,PREMIUM_PLUS,97,2024-12-01,6964
GY0018,9540,CN306,774.58,10,21135,FOOTWEAR_Men_1,21135,170,81854.04,0,3673,0,3743,51.35078048706055,A,null,PREMIUM_PLUS,90,2024-12-09,5065
GY0019,9540,CN306,774.58,10,21135,FOOTWEAR_Men_1,21135,156,76431.98,0,3673,0,3743,51.35078048706055,A,null,PREMIUM_PLUS,90,2024-12-16,5601
ID1127,9526,CN306,483.87,10,21135,FOOTWEAR_Men_1,21135,99,40214.58,0,3673,0,3743,77.2205810546875,A,null,PREMIUM_PLUS,99,2024-12-01,938
IF3768,9540,CN306,645.37,10,E1170,FOOTWEAR_Men_1,E1170,104,59824.11,4612,3673,4682,3743,91.39476013183594,A,null,PREMIUM_PLUS,104,2024-12-09,5224
IF9080,9540,CN306,556.96,10,E1170,FOOTWEAR_Men_1,E1170,101,48517.71,4612,3673,4682,3743,83.22332763671875,B,null,PREMIUM_PLUS,101,2024-12-16,4392
IH7799,9540,CN306,668.47,10,E1170,FOOTWEAR_Men_1,E1170,105,63478.58,4612,3673,4682,3743,94.9219970703125,B,null,PREMIUM_PLUS,105,2024-12-01,4300
JR0079,9510,CN306,354.66,10,E1170,FOOTWEAR_Men_1,E1170,130,42452.61,4612,3673,4682,3743,119.39889526367188,A,null,PREMIUM_PLUS,113,2024-12-16,1430
JQ2721,9540,CN306,386.96,10,E1170,FOOTWEAR_Men_1,E1170,143,51673.36,4612,3673,4682,3743,133.07339477539062,A,null,PREMIUM_PLUS,118,2024-12-16,3984
JR0081,9510,CN306,354.66,10,E1170,FOOTWEAR_Men_1,E1170,113,36870.99,4612,3673,4682,3743,103.92300415039062,A,null,PREMIUM_PLUS,108,2024-12-16,1913
JR0086,9510,CN306,354.66,10,E1170,FOOTWEAR_Men_1,E1170,115,37461.57,4612,3673,4682,3743,105.25343322753906,A,null,PREMIUM_PLUS,108,2024-12-16,1639
JR3086,9540,CN306,562.36,10,E1170,FOOTWEAR_Men_1,E1170,98,45332.37,4612,3673,4682,3743,73.2219009399414,C,null,PREMIUM_PLUS,98,2024-12-01,4035
JQ4948,9510,CN306,612.72,10,E1170,FOOTWEAR_Men_1,E1170,87,35773.1,4612,3673,4682,3743,39.76819610595703,B,null,PREMIUM_PLUS,87,2024-12-01,1041
JQ8539,9510,CN306,386.96,10,E1170,FOOTWEAR_Men_1,E1170,91,25693.79,4612,3673,4682,3743,51.79815673828125,A,null,PREMIUM_PLUS,91,2024-12-09,5477
JR5544,9540,CN306,386.96,10,E1170,FOOTWEAR_Men_1,E1170,116,41271.34,4612,3673,4682,3743,106.3106460571289,A,null,PREMIUM_PLUS,109,2024-12-16,3451
JR6344,9540,CN306,451.57,10,21135,FOOTWEAR_Men_1,21135,101,39284.37,0,3673,0,3743,82.99015045166016,A,null,PREMIUM_PLUS,101,2024-12-09,5555
JR6343,9530,CN306,451.57,10,21135,FOOTWEAR_Men_1,21135,91,30076.5,0,3673,0,3743,52.20858383178711,A,null,PREMIUM_PLUS,91,2024-12-09,3065
JR6346,9510,CN306,451.57,10,21135,FOOTWEAR_Men_1,21135,101,39281.17,0,3673,0,3743,82.97599029541016,A,null,PREMIUM_PLUS,101,2024-12-16,1974
JR3184,9510,CN306,451.57,10,E1170,FOOTWEAR_Men_1,E1170,339,108171.48,4612,3673,4682,3743,150.0906219482422,A,null,PREMIUM_PLUS,123,2024-12-09,4180
JR8309,9510,CN306,354.66,10,E1170,FOOTWEAR_Men_1,E1170,232,62919.18,4612,3673,4682,3743,132.8140869140625,A,null,PREMIUM_PLUS,118,2024-12-09,3125
JR8322,9540,CN306,367.58,10,21174,FOOTWEAR_Men_1,21174,275,71190.92,1444,3673,1514,3743,122.34928131103516,A,null,PREMIUM_PLUS,114,2024-12-09,11432
JR8215,9540,CN306,645.37,10,E1170,FOOTWEAR_Men_1,E1170,248,115624.86,4612,3673,4682,3743,120.32115173339844,A,null,PREMIUM_PLUS,113,2024-12-16,6152
JS1031,9540,CN306,386.96,10,E1170,FOOTWEAR_Men_1,E1170,223,51233.15,4612,3673,4682,3743,51.79815673828125,A,null,PREMIUM_PLUS,91,2024-12-09,10940
JS0555,9540,CN306,327.85,10,E1170,FOOTWEAR_Men_1,E1170,105,31136.34,4612,3673,4682,3743,94.94259643554688,C,null,PREMIUM_PLUS,105,2024-12-01,934
JS1123,9540,CN306,386.96,10,E1170,FOOTWEAR_Men_1,E1170,203,47363.55,4612,3673,4682,3743,51.79815673828125,A,null,PREMIUM_PLUS,91,2024-12-09,12840
GK9032,9540,CN306,322.36,9,E2170,APPAREL_Men_1,E2170,220,43987.99,0,10306,0,10366,61.912208557128906,A,null,PREMIUM_PLUS,84,2024-12-09,11744
GK9033,9540,CN306,322.36,9,E2170,APPAREL_Men_1,E2170,220,43987.99,0,10306,0,10366,61.912208557128906,A,null,PREMIUM_PLUS,84,2024-12-09,11636
JF0963,9540,CN306,516.17,9,E2170,APPAREL_Men_1,E2170,110,52132.43,0,10306,0,10376,100.99714660644531,A,null,PREMIUM_PLUS,107,2024-12-09,11015
JF0964,9540,CN306,516.17,9,E2170,APPAREL_Men_1,E2170,109,52132.43,0,10306,0,10376,100.99714660644531,A,null,PREMIUM_PLUS,107,2024-12-09,5439
GW5493,9524,CN306,322.36,11,E1270,FOOTWEAR_Women_1,E1270,103,29127.08,1021,2524,1091,2594,88.71151733398438,A,null,PREMIUM_PLUS,103,2024-12-01,3017
JP8414,9540,CN306,645.37,11,E1270,FOOTWEAR_Women_1,E1270,95,47519.28,1021,2524,1091,2594,63.26211929321289,A,null,PREMIUM_PLUS,95,2024-12-16,2397
JQ7832,9540,CN306,419.27,11,E1270,FOOTWEAR_Women_1,E1270,100,35530.56,1021,2524,1091,2594,80.48772430419922,A,null,PREMIUM_PLUS,100,2024-12-16,1920
ID3375,9510,CN306,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,91,21657.34,1190,3347,1260,3417,47.13014602661133,A,null,PREMIUM_PLUS,91,2024-12-01,3306
IF5006,9540,CN306,354.66,16,21535,FOOTWEAR_Kids_1,21535,95,24616.12,424,3347,494,3417,59.81529998779297,A,null,PREMIUM_PLUS,95,2024-12-01,4348
JQ3498,9540,CN306,278.2,16,21374,FOOTWEAR_Kids_1,21374,98,20902.4,336,3347,406,3417,68.2688980102539,B,null,PREMIUM_PLUS,98,2024-12-01,3312
JQ3499,9540,CN306,278.2,16,21374,FOOTWEAR_Kids_1,21374,98,20865.84,336,3347,406,3417,68.00601959228516,B,null,PREMIUM_PLUS,98,2024-12-01,1965
JR5867,9540,CN306,225.46,16,E1570,FOOTWEAR_Kids_1,E1570,109,20908.32,285,3347,355,3417,92.47257232666016,A,null,PREMIUM_PLUS,106,2024-12-01,1288
IN1836,9540,CN306,451.57,9,E2270,APPAREL_Women_1,E2270,178,54620.24,7068,7818,7128,7878,72.91260528564453,A,null,PREMIUM_PLUS,87,2024-12-09,9407
IS0914,9540,CN306,451.57,9,E2270,APPAREL_Women_1,E2270,178,54620.24,7068,7818,7128,7878,72.91260528564453,A,null,PREMIUM_PLUS,87,2024-12-09,6345
IV7568,9524,CN306,322.36,9,E2270,APPAREL_Women_1,E2270,79,18783.79,7068,7818,7128,7878,46.53923416137695,A,null,PREMIUM_PLUS,79,2024-12-01,840
IV7567,9526,CN306,322.36,9,E2270,APPAREL_Women_1,E2270,79,18783.79,7068,7818,7128,7878,46.53923416137695,A,null,PREMIUM_PLUS,79,2024-12-01,736
JV9149,9510,CN306,302.98,9,E2270,APPAREL_Women_1,E2270,79,17722.8,7068,7818,7128,7878,46.98991775512695,A,null,PREMIUM_PLUS,79,2024-12-16,300
JV9152,9540,CN306,302.98,9,E2270,APPAREL_Women_1,E2270,81,17722.8,7068,7818,7128,7878,46.98991775512695,A,null,PREMIUM_PLUS,79,2024-12-16,1200
GY0019,9540,CN245,774.58,10,21135,FOOTWEAR_Men_1,21135,212,100041.05,0,2750,0,2820,56.31044387817383,A,null,PREMIUM_PLUS,92,2024-12-16,5601
GY0018,9510,CN245,774.58,10,21135,FOOTWEAR_Men_1,21135,212,100041.05,0,2750,0,2820,56.31044387817383,A,null,PREMIUM_PLUS,92,2024-12-09,1659
ID1127,9526,CN245,483.87,10,21135,FOOTWEAR_Men_1,21135,101,40128.4,0,2750,0,2820,74.8643798828125,A,null,PREMIUM_PLUS,98,2024-12-01,938
IH7799,9540,CN245,668.47,10,E1170,FOOTWEAR_Men_1,E1170,105,63160.26,0,2750,0,2820,93.96961975097656,B,null,PREMIUM_PLUS,105,2024-12-01,4300
JR3086,9540,CN245,562.36,10,E1170,FOOTWEAR_Men_1,E1170,102,50274.37,0,2750,0,2820,86.7978286743164,C,null,PREMIUM_PLUS,102,2024-12-01,4035
JR6346,9540,CN245,451.57,10,21135,FOOTWEAR_Men_1,21135,264,75929.03,0,2750,0,2820,82.2890625,A,null,PREMIUM_PLUS,101,2024-12-16,6339
JR6343,9530,CN245,451.57,10,21135,FOOTWEAR_Men_1,21135,264,75929.03,0,2750,0,2820,82.2890625,A,null,PREMIUM_PLUS,101,2024-12-09,3065
JR3186,9540,CN245,451.57,10,E1170,FOOTWEAR_Men_1,E1170,137,57681.09,0,2750,0,2820,127.4691162109375,A,null,PREMIUM_PLUS,116,2024-12-09,7198
JR6344,9540,CN245,451.57,10,21135,FOOTWEAR_Men_1,21135,264,76556.05,0,2750,0,2820,85.066162109375,A,null,PREMIUM_PLUS,102,2024-12-09,5555
JR6347,9510,CN245,451.57,10,21135,FOOTWEAR_Men_1,21135,275,80451.67,0,2750,0,2820,91.31983184814453,A,null,PREMIUM_PLUS,104,2024-12-16,4252
JR8309,9510,CN245,354.66,10,E1170,FOOTWEAR_Men_1,E1170,25,8095.29,0,2750,0,2820,109.95089721679688,A,null,PREMIUM_PLUS,110,2024-12-09,3125
JR8309,9540,CN245,354.66,10,E1170,FOOTWEAR_Men_1,E1170,96,31085.93,0,2750,0,2820,109.95089721679688,A,null,PREMIUM_PLUS,110,2024-12-09,6312
JR8215,9540,CN245,645.37,10,E1170,FOOTWEAR_Men_1,E1170,131,78081.92,0,2750,0,2820,120.97566223144531,A,null,PREMIUM_PLUS,114,2024-12-16,6152
JS1123,9540,CN245,386.96,10,E1170,FOOTWEAR_Men_1,E1170,206,47947.2,0,2750,0,2820,51.81475830078125,A,null,PREMIUM_PLUS,91,2024-12-09,12840
JS1031,9540,CN245,386.96,10,E1170,FOOTWEAR_Men_1,E1170,226,51896.53,0,2750,0,2820,52.22686004638672,A,null,PREMIUM_PLUS,91,2024-12-09,10940
GK9032,9510,CN245,322.36,9,E2170,APPAREL_Men_1,E2170,80,19429.22,0,62392,0,62452,49.54362487792969,A,null,PREMIUM_PLUS,80,2024-12-09,3700
GK9033,9540,CN245,322.36,9,E2170,APPAREL_Men_1,E2170,80,19429.22,0,62392,0,62452,49.54362487792969,A,null,PREMIUM_PLUS,80,2024-12-09,11636
HZ5345,9526,CN245,903.78,9,12117,APPAREL_Men_1,12117,100,77918.38,9900,62392,9970,62462,81.4277572631836,A,null,PREMIUM_PLUS,100,2024-12-01,2078
HQ5826,9510,CN245,257.5,16,11317,FOOTWEAR_Kids_1,11317,100,20531.38,236,2091,306,2161,75.46699523925781,C,null,PREMIUM_PLUS,100,2024-12-01,2300
ID3375,9510,CN245,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,96,25083.17,1155,2091,1225,2161,61.44908142089844,A,null,PREMIUM_PLUS,96,2024-12-01,3306
ID3377,9540,CN245,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,98,25083.17,1155,2091,1225,2161,61.44908142089844,A,null,PREMIUM_PLUS,96,2024-12-01,267
IF5986,9510,CN245,278.2,16,E1370,FOOTWEAR_Kids_1,E1370,94,18808.08,1155,2091,1225,2161,57.21261978149414,B,null,PREMIUM_PLUS,94,2024-12-01,3166
IG5387,9510,CN245,250.33,16,E1370,FOOTWEAR_Kids_1,E1370,97,18208.55,1155,2091,1225,2161,64.47637176513672,B,null,PREMIUM_PLUS,97,2024-12-01,1896
IG4831,9524,CN245,222.45,16,E1370,FOOTWEAR_Kids_1,E1370,102,18357.05,1155,2091,1225,2161,79.04425811767578,B,null,PREMIUM_PLUS,102,2024-12-01,315
HI1834,9510,CN245,160.86,9,E2370,APPAREL_Kids_1,E2370,88,11953.67,4500,5257,4560,5317,70.62208557128906,A,null,PREMIUM_PLUS,87,2024-12-01,979
IT4044,9510,CN245,257.76,9,E2370,APPAREL_Kids_1,E2370,82,16708.26,4500,5257,4560,5317,56.64200210571289,A,null,PREMIUM_PLUS,82,2024-12-01,1236
IT1755,9540,CN245,250.33,9,E2370,APPAREL_Kids_1,E2370,89,16000.85,4500,5257,4570,5327,47.83803939819336,B,null,PREMIUM_PLUS,89,2024-12-01,250
IT4048,9510,CN245,205.73,9,E2370,APPAREL_Kids_1,E2370,81,12645.23,4500,5257,4560,5317,51.930381774902344,B,null,PREMIUM_PLUS,80,2024-12-01,1045
IT4059,9510,CN245,277.14,9,E2370,APPAREL_Kids_1,E2370,163,29832.83,4500,5257,4560,5317,61.29067611694336,A,null,PREMIUM_PLUS,83,2024-12-01,3315
IT4047,9510,CN245,173.07,9,E2370,APPAREL_Kids_1,E2370,82,10637.78,4500,5257,4560,5317,51.930381774902344,C,null,PREMIUM_PLUS,80,2024-12-01,819
IT4061,9510,CN245,222.45,9,E2370,APPAREL_Kids_1,E2370,120,16886.79,4500,5257,4560,5317,42.825477600097656,B,null,PREMIUM_PLUS,77,2024-12-01,1554
IN1836,9510,CN245,451.57,9,E2270,APPAREL_Women_1,E2270,68,20182.81,27492,102522,27552,102582,64.67559051513672,A,null,PREMIUM_PLUS,85,2024-12-09,3473
IN1836,9540,CN245,451.57,9,E2270,APPAREL_Women_1,E2270,108,32351.85,27492,102522,27552,102582,64.67559051513672,A,null,PREMIUM_PLUS,85,2024-12-09,9407
IS0914,9540,CN245,451.57,9,E2270,APPAREL_Women_1,E2270,177,52534.66,27492,102522,27552,102582,64.67559051513672,A,null,PREMIUM_PLUS,85,2024-12-09,6345
IV7568,9524,CN245,322.36,9,E2270,APPAREL_Women_1,E2270,78,18385.05,27492,102522,27552,102582,45.06534194946289,A,null,PREMIUM_PLUS,78,2024-12-01,840
GW5488,9521,CN273,322.36,10,E1170,FOOTWEAR_Men_1,E1170,96,24912.71,2134,1382,2204,1452,68.56450653076172,A,null,PREMIUM_PLUS,96,2024-12-01,6964
JQ2721,9540,CN273,386.96,10,E1170,FOOTWEAR_Men_1,E1170,147,68712.19,2134,1382,2204,1452,136.13845825195312,A,null,PREMIUM_PLUS,119,2024-12-16,3984
JQ8539,9530,CN273,386.96,10,E1170,FOOTWEAR_Men_1,E1170,96,24881.86,2134,1382,2204,1452,48.60173416137695,A,null,PREMIUM_PLUS,90,2024-12-09,2435
JQ4948,9510,CN273,612.72,10,E1170,FOOTWEAR_Men_1,E1170,96,37523.26,2134,1382,2204,1452,44.48094940185547,B,null,PREMIUM_PLUS,88,2024-12-01,1041
JR3086,9540,CN273,562.36,10,E1170,FOOTWEAR_Men_1,E1170,96,43591.35,2134,1382,2204,1452,69.0300521850586,C,null,PREMIUM_PLUS,96,2024-12-01,4035
JR8215,9540,CN273,645.37,10,E1170,FOOTWEAR_Men_1,E1170,115,73424.84,2134,1382,2204,1452,104.54338073730469,A,null,PREMIUM_PLUS,108,2024-12-16,6152
JS1031,9530,CN273,386.96,10,E1170,FOOTWEAR_Men_1,E1170,115,48679.9,2134,1382,2204,1452,48.60173416137695,A,null,PREMIUM_PLUS,90,2024-12-09,2260
JS1123,9530,CN273,386.96,10,E1170,FOOTWEAR_Men_1,E1170,115,48679.9,2134,1382,2204,1452,48.60173416137695,A,null,PREMIUM_PLUS,90,2024-12-09,3690
GK9032,9540,CN273,322.36,9,E2170,APPAREL_Men_1,E2170,219,44240.37,0,10435,0,10495,64.47806549072266,A,null,PREMIUM_PLUS,84,2024-12-09,11744
GK9033,9540,CN273,322.36,9,E2170,APPAREL_Men_1,E2170,219,44240.37,0,10435,0,10495,64.47806549072266,A,null,PREMIUM_PLUS,84,2024-12-09,11636
HZ5345,9524,CN273,903.78,9,12117,APPAREL_Men_1,12117,96,69994.55,2145,10435,2215,10505,67.89289093017578,A,null,PREMIUM_PLUS,96,2024-12-01,3999
HR1931,9524,CN273,367.58,11,21274,FOOTWEAR_Women_1,21274,91,24172.05,119,1170,189,1240,51.51995086669922,A,null,PREMIUM_PLUS,91,2024-12-01,2334
IR7568,9510,CN273,205.73,9,22535,APPAREL_Kids_1,22535,77,10345.36,1316,2985,1376,3045,34.57221221923828,B,null,PREMIUM_PLUS,75,2024-12-01,733
IT7273,9510,CN273,205.73,9,22535,APPAREL_Kids_1,22535,68,9190.16,1316,2985,1376,3045,33.676170349121094,B,null,PREMIUM_PLUS,74,2024-12-01,928
IT7273,9540,CN273,205.73,9,22535,APPAREL_Kids_1,22535,7,960.17,1316,2985,1376,3045,33.676170349121094,B,null,PREMIUM_PLUS,74,2024-12-01,235
